Sample,Ecotype_id,Name,Tissue,Condition,Sequenced by,Genome_mCG,Genome_mCHG,Genome_mCHH,Genome_mC,TE_mCG,TE_mCHG,TE_mCHH,TE_mC,RdDM_mCG,RdDM_mCHG,RdDM_mCHH,RdDM_mC,CMT2_mCG,CMT2_mCHG,CMT2_mCHH,CMT2_mC,mGB_mCG
9778,9778,Bach-7,Leaf,a.t.,SALK,0.03134664,0.008497749,0.016681389,0.056525778,0.543344284,0.223934398,0.083849213,0.154477008,0.771859213,0.434623079,0.232244887,0.323473558,0.837768546,0.438494685,0.13746533,0.270649828,0.229216509
9779,9779,Bai-10,Leaf,a.t.,SALK,0.029149274,0.008056748,0.013102185,0.050308208,0.53385292,0.196011865,0.056677937,0.129343504,0.748507006,0.337327996,0.131585408,0.233439871,0.83874346,0.437292856,0.124756911,0.259169053,0.194117585
9780,9780,Fell2-4,Leaf,a.t.,SALK,0.030710117,0.007671854,0.015222793,0.053604764,0.520108619,0.198372007,0.073709898,0.141420986,0.742982489,0.400112964,0.20773127,0.296829313,0.813011599,0.387165987,0.119791973,0.247916596,0.228104287
9781,9781,Kus2-2,Leaf,a.t.,SALK,0.028530868,0.007220726,0.012916348,0.048667942,0.516668069,0.201202001,0.069531357,0.138589329,0.759857666,0.407975857,0.199802732,0.295825281,0.814873147,0.398015959,0.114988089,0.24473549,0.208044346
9782,9782,Lu3-30,Leaf,a.t.,SALK,0.030030968,0.00755124,0.013752706,0.051334914,0.528978417,0.19475163,0.067243763,0.13693059,0.75874398,0.391871321,0.193943098,0.288145089,0.800521517,0.379751381,0.10941347,0.236926319,0.208753542
9783,9783,T蘝-PK-7,Leaf,a.t.,SALK,0.027536995,0.007489672,0.014289825,0.049316491,0.529245864,0.213942589,0.075450098,0.145373797,0.76812668,0.423904288,0.21060097,0.305695395,0.824238188,0.418001902,0.123131429,0.255871053,0.182460358
9784,9784,Erg2-6,Leaf,a.t.,SALK,0.029480162,0.007892912,0.014109854,0.051482929,0.525832583,0.210748974,0.073073942,0.142816748,0.760944943,0.416590986,0.207606324,0.300803512,0.826618485,0.419747913,0.123058366,0.255411107,0.207897143
9785,9785,Ha-HBT1-2,Leaf,a.t.,SALK,0.031275606,0.009050135,0.015639287,0.055965028,0.536782814,0.23299182,0.077978798,0.150482946,0.760526799,0.455236225,0.22492926,0.319317356,0.836971414,0.458337473,0.130429755,0.265985872,0.222205347
9786,9786,Ha-P-13,Leaf,a.t.,SALK,0.029341638,0.009653625,0.017187797,0.05618306,0.488747651,0.226428632,0.079385021,0.146677604,0.727330226,0.461197515,0.241623766,0.328257452,0.80626554,0.455407776,0.120401309,0.259600119,0.183316704
9787,9787,HI-4,Leaf,a.t.,SALK,0.031832866,0.006957704,0.013536903,0.052327473,0.536138852,0.186057842,0.070281306,0.138996454,0.767417785,0.387865284,0.20418767,0.295124152,0.838871571,0.371099455,0.115612283,0.24323288,0.244502655
9788,9788,KBG1-14,Leaf,a.t.,SALK,0.028892151,0.006779038,0.014135645,0.049806834,0.515291827,0.183454656,0.071437188,0.137409173,0.7425721,0.390331769,0.204005437,0.293566046,0.816657778,0.35571562,0.119788413,0.242923055,0.204057706
9789,9789,Obh-13,Leaf,a.t.,SALK,0.030473759,0.007756567,0.013189774,0.0514201,0.536780113,0.209191071,0.069610187,0.141472826,0.766269794,0.388416215,0.193859009,0.288881174,0.829437614,0.438639037,0.124175086,0.260210655,0.22603011
9790,9790,Gn2-3,Leaf,a.t.,SALK,0.025892798,0.005943275,0.01221469,0.044050762,0.499452087,0.183146106,0.0712859,0.134607761,0.714681858,0.392788718,0.208214587,0.292208623,0.794599486,0.357673289,0.112314171,0.234557516,0.189295091
9791,9791,Haes-1,Leaf,a.t.,SALK,0.029420557,0.007306854,0.011907002,0.048634413,0.504602311,0.192431667,0.063480261,0.132089338,0.74522962,0.383630682,0.190124888,0.283115637,0.830832519,0.395216334,0.101796707,0.238187511,0.209062884
9792,9792,Lu4-2,Leaf,a.t.,SALK,0.031068026,0.008752491,0.01677735,0.056597866,0.525856814,0.213893579,0.078561295,0.148010744,0.773792284,0.431435532,0.223914866,0.316283331,0.831426958,0.415323096,0.126129248,0.258332343,0.211750085
9793,9793,R蘝-N2,Leaf,a.t.,SALK,0.028212371,0.008006507,0.014467798,0.050686676,0.513043523,0.213887945,0.073951927,0.142938119,0.738054039,0.423027299,0.215014903,0.305494726,0.815136123,0.413172259,0.115067142,0.248185114,0.188163823
9794,9794,T蘝-B1-2,Leaf,a.t.,SALK,0.028959761,0.00749463,0.012373417,0.048827808,0.515952745,0.192373587,0.060076099,0.129437647,0.744995497,0.3782775,0.170939752,0.266097123,0.824568388,0.399400657,0.100561169,0.234897337,0.20426012
9795,9795,Wank-2,Leaf,a.t.,SALK,0.029209637,0.007459604,0.012398233,0.049067475,0.533361188,0.202044703,0.062468043,0.134219269,0.76260587,0.382688837,0.173828555,0.272199119,0.832362331,0.42544838,0.10714123,0.244698122,0.204628857
9796,9796,Bach2-1,Leaf,a.t.,SALK,0.030043029,0.006552242,0.013672319,0.05026759,0.53357783,0.177603285,0.072233267,0.13937003,0.759435101,0.387544077,0.215889352,0.304073469,0.831509621,0.356517831,0.120881684,0.24488675,0.213162978
9797,9797,Ha-HBT2-10,Leaf,a.t.,SALK,0.030210297,0.008278259,0.013737032,0.052225588,0.512613367,0.209250571,0.067484095,0.137533813,0.749727317,0.415245462,0.203856456,0.297228335,0.808574389,0.422865264,0.108510397,0.245022594,0.219026095
9798,9798,Ha-P2-1,Leaf,a.t.,SALK,0.028170187,0.006215708,0.010974607,0.045360502,0.515543029,0.165695954,0.053501887,0.121955195,0.748955597,0.336976592,0.151075311,0.249835341,0.802646437,0.34217978,0.092835261,0.218908665,0.1924589
9799,9799,Hart-2,Leaf,a.t.,SALK,0.030626696,0.007542346,0.014761371,0.052930412,0.543208706,0.221841664,0.081431056,0.152469344,0.777311535,0.434746745,0.226544464,0.320505421,0.835367309,0.422181359,0.130098073,0.262241264,0.238261529
9800,9800,Ha-S-B,Leaf,a.t.,SALK,0.027053389,0.007552506,0.011517785,0.04612368,0.521398455,0.214127868,0.062417708,0.134625082,0.737684926,0.400972756,0.17748111,0.27411213,0.816406749,0.429873336,0.101526627,0.238645601,0.187409504
9801,9801,Ha-SP-2,Leaf,a.t.,SALK,0.029275628,0.007266179,0.014323791,0.050865598,0.525718615,0.187095976,0.068085359,0.136847543,0.74943081,0.378896503,0.188142358,0.281347193,0.8175374,0.378269794,0.12026506,0.247037934,0.197846844
9802,9802,Kus3-1,Leaf,a.t.,SALK,0.029047174,0.007232129,0.011069893,0.047349196,0.517986544,0.19804747,0.061766888,0.13192153,0.752870437,0.427104477,0.203552092,0.297975889,0.815498739,0.363116841,0.076340029,0.212399019,0.204056913
9803,9803,M蘝h-2,Leaf,a.t.,SALK,0.029983303,0.006232697,0.013723403,0.049939402,0.516088173,0.166777378,0.068936559,0.133706435,0.736951086,0.372544112,0.203007284,0.290145372,0.826699706,0.323235396,0.112289956,0.234171648,0.214142385
9804,9804,Obe1-15,Leaf,a.t.,SALK,0.030559623,0.008212144,0.011751493,0.050523259,0.544647781,0.227816659,0.06521184,0.140585812,0.772201417,0.436126679,0.199235684,0.297895518,0.847346934,0.449071258,0.094583502,0.239422816,0.223820547
9805,9805,Pfn-10,Leaf,a.t.,SALK,0.029539393,0.008573396,0.017831614,0.055944403,0.524664562,0.220200665,0.087355622,0.155428409,0.763482259,0.43272777,0.23488448,0.325450775,0.834166669,0.440788894,0.151639477,0.28176857,0.198575324
9806,9806,R蘝-2,Leaf,a.t.,SALK,0.029341365,0.008081546,0.013930763,0.051353674,0.52332803,0.212480869,0.072922319,0.143831088,0.749837775,0.415383404,0.21039142,0.302102395,0.817947379,0.427464292,0.116286619,0.252762311,0.200599106
9807,9807,Schl-7,Leaf,a.t.,SALK,0.02997279,0.008204712,0.013859133,0.052036635,0.518660783,0.212294414,0.06979392,0.140320325,0.759418242,0.419823791,0.198120371,0.294825967,0.837105064,0.441429048,0.120582165,0.258858639,0.214258161
9808,9808,T蘝-B2-3,Leaf,a.t.,SALK,0.029430939,0.007574708,0.008011506,0.045017152,0.518261325,0.203140472,0.049839579,0.123829269,0.74600584,0.401051563,0.180889684,0.277067656,0.818536783,0.40542685,0.044469974,0.194887918,0.20739621
9809,9809,T蘝-KB-6,Leaf,a.t.,SALK,0.027275896,0.007079572,0.012392408,0.046747876,0.524941399,0.193936168,0.067569639,0.137295845,0.750032013,0.394833936,0.190787991,0.286270947,0.811274994,0.385915978,0.11460508,0.243926206,0.174610695
9810,9810,T蘝-KS-7,Leaf,a.t.,SALK,0.028494188,0.007949225,0.014594972,0.051038385,0.527013672,0.210468309,0.071023015,0.141038255,0.750219606,0.394776272,0.187109345,0.281747585,0.810754412,0.428705605,0.126970514,0.256537311,0.196026161
9811,9811,T蘝-NK-12,Leaf,a.t.,SALK,0.028635857,0.007219344,0.012863389,0.04871859,0.50125658,0.195434624,0.064554758,0.132363968,0.730012426,0.384662612,0.17254267,0.268253495,0.808851571,0.398304839,0.121631003,0.25012498,0.207353506
9812,9812,T蘝-W1,Leaf,a.t.,SALK,0.028691321,0.006409234,0.012171871,0.047272426,0.506151807,0.167455813,0.058309949,0.124559471,0.721861863,0.336134983,0.157073101,0.250423302,0.787995435,0.342582716,0.105798311,0.226709402,0.210088675
9813,9813,BI-4,Leaf,a.t.,SALK,0.034068745,0.008869466,0.019591564,0.062529775,0.548998813,0.196723516,0.080228224,0.151423727,0.78923929,0.4135175,0.221006672,0.318186347,0.843112641,0.377937722,0.140464028,0.268973329,0.202366604
9814,9814,Fell1-10,Leaf,a.t.,SALK,0.027721451,0.006592518,0.012500526,0.046814494,0.495076759,0.171259994,0.060912072,0.125472047,0.725729096,0.362125232,0.176434953,0.267987401,0.796699329,0.341954006,0.104220572,0.226545236,0.186928632
9815,9815,Ha-HBT3-11,Leaf,a.t.,SALK,0.032191875,0.006844272,0.016179464,0.055215611,0.53355284,0.181223448,0.080291126,0.146832106,0.769264539,0.409616238,0.230056585,0.320173433,0.824827684,0.338569933,0.13303191,0.253962406,0.236299205
9816,9816,T蘝-WH,Leaf,a.t.,SALK,0.030529626,0.007415655,0.013013087,0.050958368,0.54220555,0.203707991,0.070794902,0.141827163,0.766419985,0.402777847,0.213551754,0.304038732,0.831083597,0.411621008,0.109275954,0.243534043,0.227233452
9817,9817,Ace-0,Leaf,a.t.,SALK,0.025249037,0.006658351,0.010222886,0.042130273,0.514837517,0.162265724,0.039728766,0.111190249,0.715478327,0.222597071,0.060990529,0.165583784,0.822781415,0.39271202,0.109020343,0.239554448,0.14879688
9819,9819,Amu-0,Leaf,a.t.,SALK,0.026229534,0.007173598,0.012674392,0.046077523,0.484047547,0.201222118,0.067162098,0.132670109,0.709394665,0.40000004,0.193943208,0.282286489,0.794735648,0.411442173,0.112689381,0.242803361,0.186089504
9820,9820,Are-0,Leaf,a.t.,SALK,0.025376353,0.007847264,0.016890553,0.05011417,0.505407507,0.219274899,0.08729512,0.152503451,0.733605386,0.445243745,0.237148477,0.322450316,0.809132698,0.42842003,0.148106074,0.273918175,0.15348432
9821,9821,Aru-0,Leaf,a.t.,SALK,0.025525769,0.007620768,0.016817516,0.049964053,0.481032344,0.205371585,0.086109437,0.146445369,0.722315197,0.434144952,0.240903326,0.321100255,0.820298738,0.408511267,0.147062102,0.268960419,0.150230233
9822,9822,Aul-0,Leaf,a.t.,SALK,0.025259654,0.006126811,0.013073314,0.044459779,0.517008494,0.173609588,0.06757421,0.133464741,0.740420197,0.352255784,0.171092572,0.264403713,0.828669111,0.345964084,0.122917217,0.244706717,0.14760173
9823,9823,Bae-0,Leaf,a.t.,SALK,0.030290481,0.008039892,0.014669051,0.052999425,0.537217992,0.213714444,0.078226622,0.147936522,0.7656862,0.419292119,0.221705586,0.312508243,0.829155407,0.420713849,0.127867479,0.257626493,0.215378345
9824,9824,Bes-5,Leaf,a.t.,SALK,0.027405371,0.007185423,0.01380777,0.048398564,0.495535729,0.180347029,0.066310674,0.130780462,0.722712603,0.362950129,0.184617735,0.27304548,0.812193233,0.371651255,0.116653676,0.242518846,0.168243907
9825,9825,Boa-0,Leaf,a.t.,SALK,0.029190258,0.007411292,0.01373856,0.050340109,0.520505927,0.202842238,0.074301384,0.142687148,0.742702026,0.41086293,0.213371592,0.302388479,0.837648554,0.409590751,0.120268127,0.253776878,0.206894165
9826,9826,Bor-0,Leaf,a.t.,SALK,0.024298078,0.005930885,0.009971292,0.040200255,0.492865662,0.148588717,0.046692472,0.112565643,0.707494077,0.292391075,0.126320025,0.219600271,0.80345583,0.323342601,0.087580237,0.212666924,0.125233075
9827,9827,Bos-0,Leaf,a.t.,SALK,0.028955592,0.008213143,0.012138937,0.049307672,0.518618842,0.201670728,0.057238008,0.130625266,0.751844852,0.372233375,0.161423857,0.26183001,0.850444083,0.433644977,0.099560387,0.244698232,0.185782688
9829,9829,IP-Bur-0,Leaf,a.t.,SALK,0.025504196,0.006490768,0.014744296,0.04673926,0.499108954,0.195597253,0.07935087,0.142480874,0.740227212,0.42688565,0.231647939,0.316987134,0.797080276,0.357060315,0.119449295,0.241034503,0.166523987
9830,9830,IP-Bus-0,Leaf,a.t.,SALK,0.027285574,0.007428733,0.01621941,0.050933717,0.522050245,0.204298477,0.085914307,0.151276775,0.737261216,0.425704575,0.247117643,0.328813634,0.805540658,0.38110588,0.128863352,0.251831292,0.169464798
9831,9831,Cas-0,Leaf,a.t.,SALK,0.022445353,0.00714059,0.015767846,0.045353789,0.479845271,0.205285251,0.081796482,0.143264255,0.714170057,0.407987137,0.211779409,0.297566793,0.781907658,0.408801343,0.144618318,0.263873706,0.121494243
9832,9832,Cat-0,Leaf,a.t.,SALK,0.02606954,0.006757835,0.011965955,0.04479333,0.50283967,0.197910917,0.064408618,0.131608926,0.726034105,0.380631775,0.180007947,0.270206002,0.791775596,0.402606653,0.107327295,0.236661422,0.174916527
9833,9833,IP-Cha-0,Leaf,a.t.,SALK,0.028458009,0.007253888,0.013260369,0.048972267,0.532301505,0.199616999,0.072624451,0.14151189,0.763075507,0.394544863,0.206424951,0.296115299,0.842759609,0.400443238,0.117847429,0.249566363,0.194328432
9834,9834,Cho-0,Leaf,a.t.,SALK,0.028517342,0.007339806,0.014185033,0.050042181,0.543417381,0.193927651,0.074415935,0.145015527,0.76144622,0.394295606,0.208035087,0.300817665,0.839798537,0.392016133,0.124198023,0.256758162,0.167617548
9835,9835,Cir-0,Leaf,a.t.,SALK,0.026360231,0.006053381,0.011297361,0.043710973,0.497042029,0.173769244,0.060776259,0.125555036,0.722144429,0.370754344,0.183390809,0.271571365,0.75961146,0.328807172,0.091590463,0.210847623,0.179626215
9836,9836,Cod-0,Leaf,a.t.,SALK,0.026028866,0.00765984,0.01353455,0.047223257,0.53445396,0.210022846,0.067564807,0.139852617,0.749262756,0.371758178,0.166719018,0.264919111,0.832582784,0.428464631,0.124986441,0.259695055,0.153275169
9837,9837,Con-0,Leaf,a.t.,SALK,0.03047558,0.00823808,0.015665088,0.054378749,0.53225968,0.186982241,0.066841048,0.137902111,0.753956695,0.33858267,0.161951922,0.259597932,0.852246095,0.394838616,0.136001929,0.267563953,0.174324005
9838,9838,Cot-0,Leaf,a.t.,SALK,0.028007124,0.007793358,0.01591811,0.051718593,0.520269484,0.198931773,0.077977319,0.144477331,0.746671888,0.400728423,0.223957011,0.310219574,0.841383655,0.414918646,0.135112379,0.265041086,0.166434125
9839,9839,Coy-0,Leaf,a.t.,SALK,0.027049013,0.00656519,0.012853585,0.046467788,0.531542283,0.194551127,0.071059851,0.140148938,0.756018952,0.398323753,0.202133264,0.294820105,0.842401431,0.37350327,0.114855578,0.243805064,0.1707059
9840,9840,Dar-0,Leaf,a.t.,SALK,0.026592664,0.007417556,0.013158158,0.047168378,0.522727238,0.211216201,0.067570358,0.1391185,0.748499057,0.39059913,0.168705,0.268760539,0.829494904,0.404793941,0.118359222,0.251346124,0.166875238
9841,9841,Ees-0,Leaf,a.t.,SALK,0.028295292,0.00788507,0.012740261,0.048920623,0.531257576,0.217977159,0.072939453,0.14489151,0.764986751,0.431224339,0.221238789,0.314309544,0.839902281,0.419271561,0.101356534,0.242262876,0.180275343
9843,9843,Elp-0,Leaf,a.t.,SALK,0.02740103,0.007303727,0.012453752,0.047158509,0.520257446,0.200649003,0.065829062,0.135770182,0.74660158,0.385448612,0.183037623,0.277546809,0.815937347,0.38687973,0.10690732,0.239069136,0.175319195
9844,9844,Esn-2,Leaf,a.t.,SALK,0.028570197,0.007834019,0.015360089,0.051764305,0.526857861,0.197738746,0.070532424,0.140094261,0.745884941,0.371384616,0.178910069,0.2729693,0.819792367,0.405353556,0.130491472,0.258656895,0.181363292
9845,9845,Evs-0,Leaf,a.t.,SALK,0.027279284,0.006822311,0.011975146,0.046076741,0.531244341,0.189772914,0.065966529,0.136100321,0.771313728,0.387629857,0.194337548,0.289141651,0.854830671,0.383944786,0.10435946,0.241353337,0.170481269
9846,9846,Ezc-2,Leaf,a.t.,SALK,0.026388121,0.006477237,0.012480178,0.045345536,0.510863304,0.184693369,0.066210456,0.13243593,0.749575789,0.383017718,0.198593273,0.288783089,0.816368836,0.364444093,0.100721422,0.227759858,0.173769443
9847,9847,Fel-2,Leaf,a.t.,SALK,0.029977718,0.007280989,0.013290973,0.05054968,0.531704227,0.190851226,0.069823225,0.139342918,0.772913031,0.404927956,0.211729623,0.305764719,0.837596538,0.355406995,0.100117456,0.231480151,0.197625359
9848,9848,Glo-1,Leaf,a.t.,SALK,0.026683937,0.007218358,0.015505141,0.049407436,0.521887345,0.19653921,0.076583714,0.143873201,0.754264287,0.378875856,0.194732946,0.28715264,0.835803427,0.40519664,0.139972618,0.266970635,0.165958113
9849,9849,Gud-3,Leaf,a.t.,SALK,0.026001214,0.006289332,0.010565056,0.042855601,0.513145885,0.171563794,0.053098896,0.122337865,0.733396127,0.328114762,0.139348088,0.238126909,0.816019024,0.353708107,0.09780283,0.227946744,0.163247624
9850,9850,Hec-0,Leaf,a.t.,SALK,0.026050938,0.006752506,0.01244643,0.045249874,0.496526612,0.190257325,0.067602518,0.133595571,0.728951434,0.39660805,0.191133489,0.282319366,0.803756496,0.379068003,0.111996934,0.240022727,0.164358348
9851,9851,Hue-3,Leaf,a.t.,SALK,0.027356007,0.006810528,0.013163822,0.047330357,0.530878165,0.194415854,0.070648887,0.139906723,0.757488315,0.402648776,0.200205841,0.293932263,0.827382453,0.376511931,0.113740979,0.243747562,0.171690781
9852,9852,Ini-0,Leaf,a.t.,SALK,0.027054009,0.007800646,0.014250312,0.049104967,0.523140563,0.203015502,0.067717398,0.138280069,0.756419308,0.368318339,0.165326676,0.264323007,0.839306739,0.430016242,0.134665129,0.266360678,0.161254775
9853,9853,Lac-0,Leaf,a.t.,SALK,0.025504584,0.006298521,0.013657946,0.045461051,0.498419669,0.180439704,0.072793523,0.135975632,0.739470361,0.373856697,0.19931371,0.287603129,0.794305025,0.352346941,0.123471435,0.241054705,0.168034834
9854,9854,Laf-1,Leaf,a.t.,SALK,0.026619487,0.007076393,0.012623259,0.04631914,0.523041618,0.196779961,0.065212109,0.134726521,0.772641684,0.40560354,0.184368922,0.283234084,0.828307426,0.390386931,0.105884849,0.237578595,0.170679223
9855,9855,Lam-0,Leaf,a.t.,SALK,0.026203999,0.006069081,0.013228008,0.045501088,0.515297341,0.181847282,0.074464165,0.139453811,0.75934772,0.383516778,0.208143196,0.299034901,0.826182024,0.350264268,0.122400048,0.244230916,0.171326958
9856,9856,Lch-0,Leaf,a.t.,SALK,0.02771141,0.008002094,0.012984317,0.048697821,0.521516497,0.207391714,0.064728288,0.135769397,0.754533402,0.370947441,0.172827068,0.270031474,0.831793864,0.429332213,0.115209354,0.251229378,0.174430517
9857,9857,Leg-0,Leaf,a.t.,SALK,0.028831243,0.008281647,0.011732734,0.048845624,0.525735943,0.217634604,0.058730527,0.131925097,0.740482896,0.38755538,0.159580008,0.257283277,0.83231957,0.448472736,0.100982245,0.242419442,0.193395018
9858,9858,Loz-0,Leaf,a.t.,SALK,0.026036121,0.006787897,0.013009552,0.04583357,0.508444679,0.205765609,0.070949572,0.138922803,0.730806377,0.380847218,0.177882724,0.272498895,0.797284207,0.415587441,0.130243607,0.255598521,0.189276154
9859,9859,Lro-0,Leaf,a.t.,SALK,0.025939524,0.007568271,0.013591023,0.047098818,0.517330294,0.208024245,0.06804804,0.137635686,0.743263189,0.369680593,0.167886303,0.263709355,0.831881388,0.426521538,0.130915969,0.262592455,0.160957204
9860,9860,Lum-0,Leaf,a.t.,SALK,0.02790836,0.008158565,0.018729743,0.054796668,0.505962889,0.193254489,0.086337523,0.149168377,0.741249622,0.410704894,0.247520675,0.328060065,0.817549912,0.38104945,0.143496908,0.264351429,0.149208266
9861,9861,Mac-0,Leaf,a.t.,SALK,0.028239459,0.008343523,0.014333703,0.050916686,0.505820669,0.208525608,0.070788876,0.138845114,0.728769187,0.40843964,0.207113381,0.295405172,0.792713528,0.411087728,0.109170078,0.23982162,0.174929567
9862,9862,Mad-0,Leaf,a.t.,SALK,0.03144911,0.008894001,0.015958955,0.056302066,0.526379896,0.200302809,0.069065724,0.139492755,0.761996881,0.383268077,0.188416329,0.282568793,0.847706088,0.419830504,0.123297738,0.259151444,0.194022205
9864,9864,Mat-0,Leaf,a.t.,SALK,0.027164974,0.009188601,0.018542369,0.054895945,0.515614974,0.231373248,0.089178575,0.156646764,0.734531864,0.443279681,0.241834697,0.326860308,0.823456691,0.464404531,0.150038506,0.281150875,0.155675094
9866,9866,Mdd-0,Leaf,a.t.,SALK,0.027445645,0.008215978,0.014224253,0.049885876,0.539527256,0.219712771,0.070610336,0.143426103,0.771951169,0.393382108,0.171566735,0.273819431,0.862173805,0.445265459,0.131834106,0.268932414,0.163932819
9867,9867,Mie-1,Leaf,a.t.,SALK,0.026142137,0.007535271,0.014810364,0.048487772,0.50484792,0.206123462,0.075245845,0.141407597,0.730145773,0.418225111,0.210775728,0.298619204,0.779799124,0.392345816,0.121376313,0.243521283,0.160789524
9868,9868,Moe-0,Leaf,a.t.,SALK,0.028461938,0.007962908,0.017909662,0.054334509,0.536241034,0.212266907,0.085210364,0.153084401,0.769817742,0.432229242,0.228744693,0.319635864,0.807135687,0.396939015,0.142428345,0.26405816,0.1720822
9869,9869,Moj-0,Leaf,a.t.,SALK,0.025608985,0.006602404,0.012568455,0.044779844,0.503471012,0.194493676,0.069976016,0.135574168,0.718300757,0.370244044,0.185463801,0.272193824,0.815116714,0.410008204,0.127022472,0.254005768,0.172344336
9870,9870,Moz-0,Leaf,a.t.,SALK,0.027437194,0.00749244,0.013280646,0.04821028,0.51775473,0.207983083,0.070083026,0.139439591,0.735103663,0.395198848,0.191045804,0.283227354,0.812393285,0.427498111,0.122906924,0.254199111,0.190023946
9871,9871,Nac-0,Leaf,a.t.,SALK,0.024986166,0.00781558,0.013804451,0.046606196,0.50219275,0.206814951,0.062920797,0.132567615,0.731630282,0.380232652,0.148493004,0.24909286,0.791191028,0.401929163,0.116990281,0.244663145,0.131943558
9872,9872,Nag-0,Leaf,a.t.,SALK,0.025528774,0.007591959,0.011053719,0.044174452,0.504705393,0.21062086,0.062623455,0.133117296,0.734034322,0.424895994,0.213714311,0.303358154,0.789102418,0.411388176,0.065453379,0.209519227,0.147070495
9873,9873,Ndc-0,Leaf,a.t.,SALK,0.026373952,0.007514853,0.015257311,0.049146115,0.522946543,0.208047845,0.080998285,0.148321575,0.751559036,0.415391351,0.23107455,0.317311077,0.821739274,0.404221866,0.128467924,0.256763809,0.158439627
9874,9874,Oja-0,Leaf,a.t.,SALK,0.027747321,0.007555712,0.014665311,0.049968344,0.513192279,0.196035387,0.074897319,0.141324188,0.748659855,0.417963786,0.227275809,0.313919292,0.816673217,0.385865456,0.115883694,0.244219891,0.171225949
9875,9875,Ovi-1,Leaf,a.t.,SALK,0.025632392,0.007202551,0.016855891,0.049690833,0.496267147,0.203469059,0.087697779,0.149464523,0.739517098,0.416814762,0.223651459,0.310222367,0.813630805,0.414822765,0.167095673,0.284631138,0.170879153
9876,9876,Pad-0,Leaf,a.t.,SALK,0.031470359,0.008773882,0.016099729,0.056343969,0.540621919,0.208684581,0.072658999,0.145404781,0.76890911,0.395646272,0.187777954,0.28628092,0.851615143,0.415148647,0.128436152,0.263920794,0.197929762
9877,9877,Pdl-0,Leaf,a.t.,SALK,0.029653017,0.007719188,0.014350781,0.051722986,0.539433368,0.212356764,0.074858345,0.146157762,0.776370634,0.429278029,0.217015514,0.310503817,0.832846107,0.397583323,0.114985599,0.248833866,0.194757035
9878,9878,Pee-0,Leaf,a.t.,SALK,0.027306184,0.00731009,0.014102409,0.048718683,0.511579475,0.205816061,0.073915449,0.141402184,0.738187719,0.38659503,0.189777476,0.281030864,0.837020294,0.425635662,0.137026418,0.266996229,0.18904649
9879,9879,Per-0,Leaf,a.t.,SALK,0.025034829,0.006828406,0.015621927,0.047485162,0.495412821,0.19138137,0.077847147,0.14161529,0.723748871,0.380127544,0.202385878,0.290449798,0.780581128,0.377467754,0.138421671,0.256360164,0.14545422
9880,9880,Pib-1,Leaf,a.t.,SALK,0.029213099,0.008432459,0.012976111,0.050621669,0.549336364,0.217452842,0.064042367,0.13995823,0.776118309,0.413437108,0.183960581,0.284821693,0.844431943,0.434308496,0.101881717,0.246441496,0.170392628
9881,9881,Pie-0,Leaf,a.t.,SALK,0.025935874,0.008036874,0.014594772,0.04856752,0.508643834,0.21182285,0.072746041,0.140868273,0.743166063,0.410749848,0.204728382,0.296402982,0.818441144,0.421635302,0.11768115,0.249994616,0.143089746
9882,9882,Pil-0,Leaf,a.t.,SALK,0.028075094,0.008399621,0.014075197,0.050549911,0.533897612,0.233353199,0.076888755,0.149042102,0.77017369,0.441593366,0.221032138,0.314908833,0.857735994,0.450562306,0.117793694,0.26048129,0.178098795
9883,9883,Piq-0,Leaf,a.t.,SALK,0.027445915,0.006486663,0.012639001,0.046571579,0.522680405,0.182810469,0.066505935,0.134549053,0.758947752,0.37478828,0.184853857,0.279613888,0.809052345,0.364769812,0.113176904,0.238713163,0.18356459
9885,9885,Prd-0,Leaf,a.t.,SALK,0.027941463,0.007429288,0.014072405,0.049443155,0.529522624,0.197420071,0.071695828,0.140682916,0.754726422,0.380496526,0.196564985,0.287282299,0.851736077,0.423618176,0.127119373,0.261726238,0.180648559
9886,9886,Pru-0,Leaf,a.t.,SALK,0.029411866,0.006655506,0.013814261,0.049881632,0.526402249,0.186498377,0.069464645,0.137613393,0.750346642,0.381222643,0.185677871,0.279806549,0.82232067,0.365380369,0.123957472,0.24804945,0.210099337
9888,9888,Pva-1,Leaf,a.t.,SALK,0.02866903,0.008392796,0.013921086,0.050982912,0.523182543,0.213335702,0.064069487,0.136224699,0.74259319,0.36559926,0.146240583,0.247945827,0.834906775,0.445959087,0.127415248,0.262106098,0.194219116
9890,9890,Rib-1,Leaf,a.t.,SALK,0.026919051,0.006488535,0.012872122,0.046279708,0.507294397,0.179345563,0.066833093,0.133539885,0.740649219,0.375420375,0.19176008,0.283337013,0.810160166,0.35957393,0.114654113,0.23946894,0.180243409
9891,9891,Sal-0,Leaf,a.t.,SALK,0.025278938,0.007967995,0.013893219,0.047140153,0.528511248,0.224326401,0.072167008,0.143353831,0.746939899,0.410662409,0.188494795,0.283436242,0.842824828,0.460414778,0.133526245,0.268912295,0.145898589
9892,9892,Sam-0,Leaf,a.t.,SALK,0.029268117,0.00690207,0.012651068,0.048821255,0.51560401,0.19926406,0.070319533,0.138121044,0.75007507,0.392662849,0.198962445,0.288519092,0.83081393,0.410323379,0.115426473,0.248169188,0.226546917
