Sample,Ecotype_id,Name,Tissue,Condition,Sequenced by,Genome_mCG,Genome_mCHG,Genome_mCHH,Genome_mC,TE_mCG,TE_mCHG,TE_mCHH,TE_mC,RdDM_mCG,RdDM_mCHG,RdDM_mCHH,RdDM_mC,CMT2_mCG,CMT2_mCHG,CMT2_mCHH,CMT2_mC,mGB_mCG
9893,9893,Sca-0,Leaf,a.t.,SALK,0.025673271,0.008440997,0.0116606,0.045774868,0.509910802,0.236005845,0.058627163,0.133122018,0.728475204,0.396591002,0.140798171,0.245727386,0.795598271,0.479547026,0.109699738,0.249584917,0.162203271
9894,9894,Sen-0,Leaf,a.t.,SALK,0.02629179,0.008206159,0.013666162,0.048164111,0.508285809,0.231155802,0.07666914,0.145432141,0.742332755,0.440894413,0.218492829,0.309788954,0.810419705,0.451432052,0.121785243,0.255549413,0.17060571
9895,9895,Sfb-6,Leaf,a.t.,SALK,0.027714065,0.007753832,0.014076209,0.049544106,0.531441531,0.206885831,0.072161809,0.142500409,0.76294061,0.4173605,0.203871242,0.297486808,0.850908068,0.40991866,0.116882661,0.251660133,0.163090084
9897,9897,Smt-1,Leaf,a.t.,SALK,0.029027429,0.007004286,0.016526721,0.052558436,0.527895372,0.184660743,0.082559966,0.147439473,0.761928603,0.392791629,0.233773908,0.317550734,0.84097674,0.370341037,0.139852647,0.26372909,0.188467601
9898,9898,Som-0,Leaf,a.t.,SALK,0.027435958,0.007548232,0.014780418,0.049764608,0.521281619,0.205184545,0.072491067,0.141573236,0.751843881,0.392289027,0.180495889,0.277657341,0.84071545,0.412404697,0.135136796,0.264885297,0.174767327
9899,9899,Tau-0,Leaf,a.t.,SALK,0.026977331,0.00801565,0.014417857,0.049410838,0.49985671,0.219011831,0.076754492,0.143697961,0.717738562,0.421874823,0.212282851,0.298477104,0.78139173,0.426985214,0.125962117,0.252739272,0.175795668
9900,9900,Tri-0,Leaf,a.t.,SALK,0.026453632,0.007907026,0.014517395,0.048878054,0.501107154,0.205634538,0.071363718,0.138419669,0.724788722,0.38140742,0.180997172,0.272976383,0.79683618,0.425273257,0.135535216,0.261126022,0.166368943
9901,9901,Urd-1,Leaf,a.t.,SALK,0.024268359,0.007299975,0.009900755,0.041469089,0.495814793,0.209680438,0.057565244,0.127592898,0.729292661,0.391390296,0.170181166,0.266353116,0.805832395,0.434786223,0.088973451,0.229517925,0.149974808
9902,9902,Usa-0,Leaf,a.t.,SALK,0.027343869,0.007158105,0.012572697,0.04707467,0.517408449,0.20340166,0.069882646,0.138339584,0.739514058,0.393767258,0.198035832,0.288036623,0.814418752,0.409387609,0.115102113,0.245237446,0.183534396
9903,9903,Val-0,Leaf,a.t.,SALK,0.028708043,0.00778446,0.015555807,0.05204831,0.505393709,0.196567201,0.07599126,0.141826584,0.732792608,0.388761111,0.207064212,0.295387463,0.808381616,0.40326909,0.136716532,0.262994054,0.187957252
9904,9904,Vas-0,Leaf,a.t.,SALK,0.026775605,0.008463183,0.012044888,0.047283676,0.519111365,0.234989251,0.065935148,0.139731903,0.736681618,0.439270996,0.19820207,0.293484251,0.79083093,0.446917584,0.087798658,0.228401773,0.170105454
9905,9905,Ven-0,Leaf,a.t.,SALK,0.026833635,0.007082492,0.011771536,0.045687662,0.509763587,0.207619256,0.065573701,0.135173947,0.725154256,0.384170509,0.175218261,0.268990659,0.788055592,0.415770383,0.111223724,0.241545711,0.190975763
9906,9906,Mah-6,Leaf,a.t.,SALK,0.024995109,0.006744091,0.011672372,0.043411573,0.49764346,0.205877479,0.066399359,0.133959078,0.726775846,0.395427151,0.178438643,0.272360757,0.791743244,0.4145632,0.117771196,0.244675302,0.171959416
9907,9907,ENC-2-1,Leaf,a.t.,SALK,0.040011986,0.012575952,0.01696529,0.069553229,0.507662535,0.236170263,0.085604523,0.16108743,0.732793133,0.439717336,0.234791308,0.336165355,0.78314568,0.440701073,0.124678989,0.26222369,0.195573449
9908,9908,ESP-1-11,Leaf,a.t.,SALK,0.03908482,0.011946368,0.017453287,0.068484475,0.51512438,0.221157171,0.083360251,0.159127186,0.748333004,0.417487988,0.228751582,0.329113413,0.821697556,0.440464949,0.137172266,0.280910886,0.198251597
9909,9909,GEN-8,Leaf,a.t.,SALK,0.044145008,0.015036309,0.021255023,0.080436341,0.539771882,0.273269905,0.109630175,0.192119937,0.780280171,0.505616823,0.297123966,0.40035993,0.822338279,0.476077148,0.136173683,0.288032077,0.202884569
9910,9910,BRI-2,Leaf,a.t.,SALK,0.027718945,0.007268872,0.012689125,0.047676942,0.52962787,0.207671499,0.068954143,0.139353774,0.757615543,0.396318791,0.189647151,0.283925017,0.822346937,0.418816171,0.116682018,0.249687313,0.192902026
9911,9911,ARGE-1-15,Leaf,a.t.,SALK,0.041104531,0.013964564,0.01597127,0.071040365,0.519058892,0.256597664,0.095292177,0.176253525,0.756150657,0.479467839,0.27734971,0.378911315,0.819379149,0.46498209,0.118307946,0.272941806,0.181558895
9913,9913,CON-7,Leaf,a.t.,SALK,0.023880303,0.00563491,0.007854753,0.037369966,0.474868843,0.174302456,0.047234339,0.112606914,0.699033524,0.346472658,0.141242634,0.234206838,0.722211413,0.34941426,0.072433554,0.194170748,0.172592432
9914,9914,IST-29,Leaf,a.t.,SALK,0.037000094,0.010279684,0.008773575,0.056053353,0.512447069,0.20808471,0.057470755,0.137184694,0.749668742,0.419432878,0.209589489,0.312845118,0.794889234,0.393601478,0.039443822,0.200965979,0.188699927
9915,9915,Mar-4-16,Leaf,a.t.,SALK,0.030215541,0.007495545,0.014695546,0.052406632,0.492505255,0.184818829,0.073862434,0.138692884,0.714437644,0.390314885,0.20849351,0.297083924,0.776298993,0.340464097,0.115430502,0.236951261,0.182936133
9916,9916,MOL-1,Leaf,a.t.,SALK,0.026080068,0.00653663,0.010017463,0.042634162,0.517528555,0.198493672,0.058306748,0.128828217,0.739780033,0.376244558,0.164286238,0.261824219,0.800595742,0.413558608,0.10256123,0.235718907,0.185491263
9917,9917,RAD-21,Leaf,a.t.,SALK,0.037673945,0.011100795,0.017807911,0.066582651,0.533783411,0.227922685,0.085650726,0.164378368,0.762368371,0.412430359,0.225016389,0.327716551,0.830228385,0.456046644,0.14016275,0.281902618,0.205239664
9918,9918,SAUL-24,Leaf,a.t.,SALK,0.048762448,0.01747632,0.022515434,0.088754202,0.543266508,0.26771842,0.10370643,0.186344137,0.770664051,0.494328127,0.299710771,0.399224811,0.814750504,0.471961313,0.131920446,0.279591832,0.207838161
9919,9919,BRE-14,Leaf,a.t.,SALK,0.031630727,0.008499095,0.013819655,0.053949477,0.506922866,0.197404589,0.067591663,0.139353574,0.735795121,0.379364741,0.187045913,0.285270946,0.80759863,0.409225466,0.115092577,0.251099446,0.201069787
9920,9920,DIR-9,Leaf,a.t.,SALK,0.039644926,0.012983397,0.017963387,0.070591711,0.525631325,0.221741771,0.078904367,0.156564278,0.759125886,0.410472135,0.21540277,0.318094596,0.826938881,0.446921178,0.132696054,0.278139643,0.194862902
9921,9921,FOR-23,Leaf,a.t.,SALK,0.025377236,0.006923812,0.011682327,0.043983375,0.510094724,0.205031839,0.061762909,0.131642729,0.741176496,0.371734055,0.158992178,0.256719544,0.818160433,0.423091444,0.110667972,0.243710934,0.17285207
9922,9922,MIL-2,Leaf,a.t.,SALK,0.047713467,0.01750951,0.021452823,0.0866758,0.507752766,0.227881611,0.078381447,0.157093047,0.733472303,0.410585839,0.21300079,0.315926184,0.794458735,0.461233293,0.129896639,0.280072074,0.195728808
9923,9923,PLO-1,Leaf,a.t.,SALK,0.032721058,0.009805745,0.015604044,0.058130847,0.502458836,0.20764008,0.069133201,0.140844833,0.731943809,0.375497757,0.181248657,0.279858918,0.810224571,0.436330883,0.119994537,0.258299284,0.19802896
9924,9924,PLY-20,Leaf,a.t.,SALK,0.026376297,0.006544465,0.013159932,0.046080695,0.497039133,0.20148343,0.076310805,0.139893402,0.723634454,0.417314729,0.215755088,0.300976604,0.799315543,0.389713226,0.12260543,0.245512929,0.195826072
9925,9925,RUM-20,Leaf,a.t.,SALK,0.045129729,0.012479202,0.020712151,0.078321082,0.538224867,0.225169796,0.097795191,0.173679908,0.769713539,0.454172342,0.282644457,0.376889827,0.812086298,0.397480189,0.12965373,0.262038068,0.238428953
9926,9926,TRE-1,Leaf,a.t.,SALK,0.026743731,0.006831898,0.01180287,0.045378499,0.477509329,0.187625655,0.063023521,0.127026851,0.705906315,0.382223158,0.183737375,0.271174164,0.764643013,0.388868716,0.108490804,0.231926682,0.193832627
9928,9928,BEZ-9,Leaf,a.t.,SALK,0.025624848,0.006304888,0.012029287,0.043959023,0.498759258,0.183558249,0.063462056,0.12911451,0.71771742,0.351194525,0.167569057,0.25823787,0.803200948,0.379471789,0.11597476,0.239848431,0.177370913
9929,9929,ISS-20,Leaf,a.t.,SALK,0.026895093,0.005185368,0.008603265,0.040683727,0.50155545,0.167209607,0.052162361,0.11882529,0.719835261,0.337906712,0.149174536,0.242603747,0.779788057,0.341657972,0.091348964,0.213881772,0.225775809
9931,9931,MOU2-25,Leaf,a.t.,SALK,0.025113218,0.006268523,0.010183659,0.0415654,0.463187959,0.185463478,0.055812682,0.119715814,0.681594071,0.341000217,0.146680513,0.237563624,0.741668672,0.399866861,0.103009456,0.228109415,0.195654187
9932,9932,NOZ-6,Leaf,a.t.,SALK,0.025719784,0.005859405,0.01062113,0.042200318,0.497277236,0.177407966,0.060382943,0.124959378,0.714838204,0.343694085,0.168805448,0.255936358,0.786717038,0.373173887,0.107340541,0.230008261,0.191988174
9933,9933,VED-10,Leaf,a.t.,SALK,0.029240401,0.007790594,0.011113885,0.04814488,0.504389559,0.199725308,0.054464253,0.124563945,0.733374152,0.364945016,0.146917237,0.245425708,0.778407267,0.410180395,0.096895433,0.228030521,0.210819666
9934,9934,QUI-8,Leaf,a.t.,SALK,0.037938274,0.011023743,0.016087144,0.06504916,0.487969058,0.217502059,0.079770939,0.152204694,0.712266207,0.399639584,0.214520197,0.312253983,0.747581571,0.413787467,0.119372452,0.249799322,0.211225547
9935,9935,BAU-15,Leaf,a.t.,SALK,0.029535714,0.0097718,0.015527231,0.054834745,0.532909817,0.230828596,0.067648438,0.143365323,0.763548089,0.399955659,0.172865984,0.275253554,0.842500377,0.478816125,0.123365688,0.26987831,0.162544559
9936,9936,LCL-16,Leaf,a.t.,SALK,0.028534969,0.009142971,0.013923576,0.051601516,0.514181976,0.233090445,0.063826583,0.135915355,0.745533306,0.419418467,0.162725218,0.264016249,0.807774147,0.46408876,0.115109184,0.252141253,0.191245469
9937,9937,CATS-6,Leaf,a.t.,SALK,0.031157698,0.008960334,0.012995405,0.053113437,0.525099851,0.223170117,0.0703608,0.14583548,0.753309071,0.404389732,0.195344008,0.294785759,0.830394135,0.455122903,0.120005403,0.263145119,0.199512962
9938,9938,WAV-8,Leaf,a.t.,SALK,0.033499604,0.010310805,0.014919925,0.058730334,0.549608041,0.240434801,0.075263826,0.154084187,0.790443076,0.43682806,0.205337157,0.309661742,0.848629073,0.489351653,0.126111703,0.274702628,0.209749074
9939,9939,Aitba-2,Leaf,a.t.,SALK,0.027129346,0.006581972,0.010688988,0.044400306,0.492625792,0.189906576,0.056518606,0.124655973,0.718248149,0.351153678,0.145842876,0.241622915,0.791952696,0.389411816,0.107584782,0.235002989,0.204219659
9940,9940,Toufl-1,Leaf,a.t.,SALK,0.024034785,0.005892241,0.010487639,0.040414665,0.469554962,0.172845311,0.054659819,0.117321965,0.682867518,0.312997515,0.130258056,0.220379824,0.746984464,0.372744984,0.115896965,0.232129246,0.167516277
9941,9941,Fei-0,Leaf,a.t.,SALK,0.047760467,0.014033465,0.019451225,0.081245157,0.536750192,0.222990789,0.095021098,0.174190375,0.759108843,0.435267456,0.269349053,0.368329948,0.808944753,0.388534417,0.129595734,0.268191292,0.198146905
9942,9942,Agu-1,Leaf,a.t.,SALK,0.025483746,0.00746086,0.015239868,0.048184474,0.51789586,0.205466764,0.075987912,0.142524131,0.745095801,0.381347647,0.186019195,0.278016314,0.825904405,0.423795601,0.144269584,0.269188841,0.154735609
9944,9944,Don-0,Leaf,a.t.,SALK,0.025785063,0.00623184,0.011726664,0.043743567,0.494222342,0.1840242,0.066301769,0.130743293,0.714252426,0.358042199,0.177881884,0.265242598,0.779996207,0.376642558,0.116462381,0.238003468,0.174049174
9945,9945,Leo-1,Leaf,a.t.,SALK,0.027728005,0.00752259,0.014670443,0.049921038,0.542909535,0.213492764,0.081165724,0.151396891,0.762176627,0.411538996,0.220929174,0.311087636,0.849616455,0.408607356,0.131116669,0.261636565,0.175083148
9946,9946,Mer-6,Leaf,a.t.,SALK,0.025381819,0.006292133,0.01363097,0.045304923,0.513933478,0.185595398,0.07582105,0.14034512,0.738154705,0.36058575,0.19673948,0.282960051,0.813426804,0.377816119,0.131684236,0.253402122,0.164459116
9947,9947,Ped-0,Leaf,a.t.,SALK,0.022524388,0.004544037,0.009922357,0.036990782,0.485518436,0.144691,0.05292573,0.114911832,0.696356912,0.304635222,0.136656905,0.22654539,0.760002909,0.262840868,0.088397031,0.198575121,0.127199571
9948,9948,Pra-6,Leaf,a.t.,SALK,0.026142591,0.006401989,0.010280912,0.042825492,0.490669195,0.182884308,0.054160221,0.121745977,0.713939065,0.364071562,0.155065675,0.251043155,0.766379434,0.34044822,0.081030132,0.207668804,0.172005948
9949,9949,Qui-0,Leaf,a.t.,SALK,0.041067962,0.014974011,0.024629232,0.080671205,0.516602058,0.230268875,0.094012771,0.167075209,0.755831536,0.46270754,0.264726524,0.358955838,0.819169366,0.439851537,0.152458597,0.290514065,0.148716958
9950,9950,Vie-0,Leaf,a.t.,SALK,0.027141139,0.006250384,0.011134042,0.044525565,0.47721527,0.176551852,0.05757473,0.120929222,0.695387644,0.349212593,0.15356027,0.242526261,0.767022669,0.367835548,0.106549499,0.226482104,0.205042386
9951,9951,Kly-1,Leaf,a.t.,SALK,0.026320166,0.007230964,0.011882724,0.045433855,0.484984432,0.217316105,0.065093943,0.132225339,0.705104968,0.393909696,0.16292785,0.256982376,0.734970494,0.429536759,0.123771267,0.245037655,0.210563834
9953,9953,Koz-2,Leaf,a.t.,SALK,0.027017393,0.007223655,0.013269097,0.047510144,0.515460506,0.217098589,0.072969268,0.141588867,0.738796926,0.416030983,0.190447025,0.283969822,0.774922942,0.418171632,0.128736503,0.252047814,0.19793638
9954,9954,Leb-3,Leaf,a.t.,SALK,0.026258323,0.006880337,0.011813258,0.044951918,0.508798404,0.195754913,0.060575115,0.129143392,0.73186544,0.350871626,0.144831339,0.242155729,0.793073115,0.39157676,0.11686157,0.24133916,0.176499409
9955,9955,Stepn-2,Leaf,a.t.,SALK,0.03952372,0.014145381,0.018827813,0.072496914,0.5278195,0.257674448,0.094301819,0.176890785,0.7509794,0.465035853,0.248866645,0.356968913,0.785262825,0.466588665,0.138305047,0.280536565,0.166158523
9956,9956,Stepn-1,Leaf,a.t.,SALK,0.025000174,0.008169139,0.014081341,0.047250654,0.500965242,0.219398701,0.070304412,0.139966284,0.717625688,0.40499796,0.179697659,0.275033639,0.794260968,0.44293946,0.12801389,0.260088323,0.14451517
9957,9957,Borsk-2,Leaf,a.t.,SALK,0.027137126,0.008096838,0.015097674,0.050331639,0.515990326,0.222932384,0.07602809,0.14464306,0.741401726,0.418366785,0.202763223,0.293531995,0.804978666,0.439153967,0.130802829,0.260697941,0.180770572
9958,9958,Shigu-1,Leaf,a.t.,SALK,0.028157788,0.007591871,0.013967273,0.049716932,0.522579677,0.211691962,0.069245155,0.138656462,0.733019644,0.372423641,0.162614771,0.257461818,0.790184238,0.422485973,0.132515838,0.257064685,0.206516977
9959,9959,Shigu-2,Leaf,a.t.,SALK,0.035474647,0.012707134,0.019929015,0.068110796,0.510522366,0.252621575,0.086689792,0.163484594,0.739509237,0.446648167,0.211235283,0.317038665,0.779974497,0.465621609,0.145696094,0.279632899,0.186459085
9960,9960,Kidr-1,Leaf,a.t.,SALK,0.035030334,0.011122897,0.01654103,0.062694262,0.511998016,0.228501643,0.079070628,0.155216666,0.737570342,0.402007211,0.199459994,0.301762462,0.796712676,0.453105276,0.134987054,0.269886754,0.19040152
9961,9961,Krazo-2,Leaf,a.t.,SALK,0.03815928,0.014569436,0.023675996,0.076404711,0.527416886,0.246746045,0.083453068,0.159708703,0.73090605,0.405898406,0.186275117,0.286842631,0.787119349,0.497003177,0.169278312,0.303665381,0.187258132
9962,9962,Galdo-1,Leaf,a.t.,SALK,0.028906035,0.007852365,0.014305778,0.051064178,0.512228316,0.227929176,0.076812546,0.145845332,0.733662304,0.414241192,0.192695416,0.285911375,0.796909592,0.453534287,0.136740685,0.266037183,0.225335847
9963,9963,Lago-1,Leaf,a.t.,SALK,0.028842448,0.006696488,0.013701809,0.049240745,0.508892183,0.182276007,0.075912733,0.140812533,0.720328166,0.371410542,0.21980916,0.302770668,0.789823784,0.370230239,0.121543151,0.244146287,0.197687607
9964,9964,Mammo-1,Leaf,a.t.,SALK,0.02738461,0.007823176,0.013722413,0.048930199,0.500465555,0.208251108,0.072471071,0.140274872,0.726752145,0.397832594,0.194589933,0.286931163,0.817821825,0.422868417,0.127240049,0.258258475,0.175583284
9965,9965,Mammo-2,Leaf,a.t.,SALK,0.041193084,0.017838319,0.024679338,0.083710742,0.498000895,0.261883909,0.105389889,0.178872908,0.734954859,0.502956623,0.309945053,0.395737125,0.798941809,0.505066323,0.149990355,0.299203412,0.141870813
9966,9966,Monte-1,Leaf,a.t.,SALK,0.025737824,0.007319218,0.011949157,0.045006199,0.492991408,0.205013212,0.065883588,0.132707607,0.715240663,0.386325071,0.182999267,0.272921257,0.790777153,0.408766193,0.110436405,0.238899592,0.190691424
9968,9968,Timpo-1,Leaf,a.t.,SALK,0.045364927,0.013364686,0.00962434,0.068353953,0.533662478,0.24838041,0.084554507,0.173415381,0.770295158,0.510348837,0.313187473,0.412995933,0.825965571,0.411340836,0.031145046,0.215429705,0.201712587
9969,9969,Valsi-1,Leaf,a.t.,SALK,0.028822547,0.006488762,0.010383546,0.045694856,0.528654372,0.199402662,0.061247962,0.131717707,0.756264999,0.396724871,0.179674088,0.275890123,0.812006732,0.383120911,0.094217767,0.225348491,0.230177588
9970,9970,Altenb-2,Leaf,a.t.,SALK,0.049026291,0.015594191,0.022107341,0.086727823,0.519038885,0.250744076,0.105393645,0.183567793,0.754824334,0.504607509,0.314787453,0.408037863,0.819256026,0.42645986,0.123395575,0.273191458,0.221468484
9972,9972,Bozen-1.2,Leaf,a.t.,SALK,0.034984405,0.010171219,0.019502604,0.064658228,0.518180699,0.227063633,0.096745258,0.168006229,0.749153398,0.450522426,0.267114793,0.35752699,0.806101534,0.425908849,0.146220452,0.277566934,0.200167305
9973,9973,Mitterberg-1-181,Leaf,a.t.,SALK,0.02486463,0.0070781,0.014588902,0.046531632,0.480829786,0.199924707,0.074688406,0.13765589,0.692354781,0.373731521,0.184909385,0.271572385,0.763173922,0.402935728,0.139859883,0.256821374,0.168230354
9976,9976,Rovero-1,Leaf,a.t.,SALK,0.02439585,0.006752606,0.012713608,0.043862064,0.482006976,0.216586011,0.076440388,0.140313964,0.706727247,0.420589612,0.214476527,0.299173405,0.780447881,0.420864012,0.122462364,0.247951302,0.175216349
9979,9979,Voeran-1,Leaf,a.t.,SALK,0.051119884,0.016821053,0.023195136,0.091136073,0.557090502,0.285465114,0.119108171,0.203044287,0.778466268,0.535196938,0.331441837,0.427440366,0.817413651,0.4710885,0.147803087,0.294345141,0.226036169
9980,9980,Angel-1,Leaf,a.t.,SALK,0.024129223,0.0067276,0.010286461,0.041143283,0.46222812,0.18616975,0.05597334,0.119800235,0.682305957,0.359498564,0.165219513,0.251454924,0.768115883,0.390770832,0.090440657,0.219097912,0.162760154
9981,9981,Angit-1,Leaf,a.t.,SALK,0.02633048,0.006430205,0.012043178,0.044803862,0.494210165,0.192284162,0.069838176,0.13419333,0.720650277,0.36457886,0.191556363,0.277264756,0.795442806,0.403526859,0.120965657,0.246504192,0.199207088
9982,9982,Apost-1,Leaf,a.t.,SALK,0.044020282,0.012180058,0.014104835,0.070305174,0.539855877,0.239434697,0.089058865,0.17409734,0.769143554,0.473343146,0.270102206,0.376461433,0.804304024,0.399309729,0.094938791,0.245718109,0.215645341
9983,9983,Ciste-1,Leaf,a.t.,SALK,0.02994414,0.007777272,0.012718346,0.050439759,0.520708554,0.209940987,0.068044595,0.139104184,0.753369519,0.396364679,0.183112848,0.280379358,0.832137544,0.432659876,0.118984472,0.255748244,0.205375349
9985,9985,Slavi-1,Leaf,a.t.,SALK,0.028692954,0.008134355,0.012044016,0.048871325,0.50198291,0.195151364,0.060072141,0.130465651,0.724861371,0.37277201,0.174373272,0.270207131,0.812277108,0.399982521,0.095831343,0.232883157,0.169683439
9986,9986,Jablo-1,Leaf,a.t.,SALK,0.03182281,0.009087679,0.016832607,0.057743096,0.508776058,0.221521881,0.081547074,0.150804699,0.720489024,0.410525269,0.211597454,0.302848537,0.787988187,0.428678434,0.138339275,0.265227309,0.213279978
9987,9987,Lecho-1,Leaf,a.t.,SALK,0.024848877,0.007866171,0.017181418,0.049896467,0.489967934,0.202190569,0.081454315,0.144158276,0.702304694,0.366976319,0.196598305,0.280820008,0.807981511,0.437118472,0.166708302,0.287880375,0.137897637
9988,9988,Bak-2,Leaf,a.t.,SALK,0.040041561,0.011833906,0.019936451,0.071811919,0.519640448,0.244768593,0.102264457,0.17880943,0.749599611,0.447843241,0.258623432,0.358024,0.806252541,0.450037935,0.151555632,0.287661916,0.228417768
9989,9989,Bak-7,Leaf,a.t.,SALK,0.031381459,0.007211625,0.012838402,0.051431486,0.519266704,0.200984923,0.071528418,0.139982541,0.739446586,0.401245417,0.210064955,0.297575453,0.828687681,0.400279235,0.109589313,0.244105573,0.256844681
9990,9990,Lag2.2,Leaf,a.t.,SALK,0.030024944,0.006872984,0.010118661,0.04701659,0.533975055,0.202538634,0.058581531,0.13138648,0.762261214,0.38872035,0.175443291,0.27156799,0.839293062,0.415357439,0.086162047,0.227576646,0.23256391
